# This file is part of the Soletta Project
#
# Copyright (C) 2015 Intel Corporation. All rights reserved.
#
# Licensed under the Apache License, Version 2.0 (the "License");
# you may not use this file except in compliance with the License.
# You may obtain a copy of the License at
#
#     http://www.apache.org/licenses/LICENSE-2.0
#
# Unless required by applicable law or agreed to in writing, software
# distributed under the License is distributed on an "AS IS" BASIS,
# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
# See the License for the specific language governing permissions and
# limitations under the License.

#Check if sml learns to extrapolate output is constant in different times.
#I.E. If it is off in the morning and in the afternoon, lets assume it is off
#at night.
#
#Initial Scenario
#Day 0
0 0:00 in i0
0 0:00 out o0
0 1:00 in i1
0 1:00 out o1
0 2:00 in i0
0 2:00 out o0
0 3:00 in i1
0 3:00 out o1
0 4:00 in i0
0 4:00 out o0
0 5:00 in i1
0 5:00 out o1

0 6:00 BEGIN_EXPECTATIONS
0 6:00 in i0
0 6:00 out o3
0 6:00 EXP_out o0
0 6:00 END_EXPECTATIONS
0 6:01 out o0

0 7:00 BEGIN_EXPECTATIONS
0 7:00 in i1
0 7:00 out o3
0 7:00 EXP_out o1
0 7:00 END_EXPECTATIONS
0 7:01 out o1
